StoryID,StoryText,Primary_Type,Ground_Truth_HasAmbiguity,Ground_Truth_Types,LLM_HasAmbiguity,LLM_Types,LLM_Explanation,Model
US-C4-8148,"As a user, I would like to access tools to optimize performance",ActorAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs ('access', 'optimize') and lacks clarity on the specific tools or performance metrics involved.",gpt-3.5-turbo
US-C2-3918,"As a user, I want to schedule appointment so I can reduce errors",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs ('schedule') and unclear scope (what kind of appointment, how errors will be reduced)",gpt-3.5-turbo
US-C1-606,"As a user, I want to handle finances so that I can comply with regulations with detailed specifications and comprehensive requirements",ActorAmbiguity,True,"['SemanticAmbiguity', 'ActorAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verb 'handle' and lacks clarity in scope and completeness criteria,gpt-3.5-turbo
US-C4-7562,"As a user, I want to handle network issues in order to reduce costs",ActorAmbiguity,True,"['SemanticAmbiguity', 'ActorAmbiguity']",True,['SemanticAmbiguity'],The verb 'handle' is vague and does not specify the specific actions or steps involved in addressing network issues.,gpt-3.5-turbo
US-C4-8433,"As a user, I want to troubleshoot connection so that I can avoid overage charges with detailed specifications and comprehensive requirements",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'troubleshoot' and lacks clarity on the specific details and requirements needed for troubleshooting connection.,gpt-3.5-turbo
US-C2-3724,"As a user, I would like to view medical records to ensure compliance with detailed specifications and comprehensive requirements",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'view' and unclear scope regarding what detailed specifications and comprehensive requirements entail.,gpt-3.5-turbo
US-C4-7356,"As a user, I need to handle network issues so I can avoid overage charges",ActorAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity']",True,['SemanticAmbiguity'],"The verb 'handle' is vague and could be interpreted in different ways, leading to potential ambiguity in understanding the user story.",gpt-3.5-turbo
US-C5-9804,"As a user, I want to apply for loan in order to track spending with detailed specifications and comprehensive requirements",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs like 'apply' and 'track spending' without clear details on what actions are involved. Additionally, the scope is unclear as it mentions 'detailed specifications and comprehensive requirements' without specifying what those are.",gpt-3.5-turbo
US-C4-7373,"As a user, I would like to pay bill to avoid overage charges",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verb 'pay' and unclear scope regarding which bill needs to be paid to avoid overage charges.,gpt-3.5-turbo
US-C2-2455,"As a user, I want to generate lab report so that I can reduce errors with detailed specifications and comprehensive requirements",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'generate' and unclear scope regarding what the lab report should include,gpt-3.5-turbo
US-C2-2492,"As a user, I want to update system so that I can enhance safety",ActorAmbiguity,True,"['SemanticAmbiguity', 'ActorAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs ('update', 'enhance') and lacks clarity on the specific actions or features needed for enhancing safety.",gpt-3.5-turbo
US-C2-2930,"As a user, I want to view medical records so that I can enhance safety",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'view' and unclear scope in terms of what specific medical records need to be viewed for enhancing safety.,gpt-3.5-turbo
US-C4-7598,"As a user, I need to manage service so that I can maintain connectivity",ActorAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'manage' is vague and the user role 'user' is not specific,gpt-3.5-turbo
US-C2-3886,"As a user, I would like to access records to ensure compliance",ActorAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The user story contains vague verbs ('access') and a generic user role ('user') without clear specification.,gpt-3.5-turbo
US-C2-3253,"As a user, I need to schedule appointment so that I can ensure compliance with detailed specifications and comprehensive requirements",ActorAmbiguity,True,['ActorAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'schedule' and unclear scope regarding what detailed specifications and comprehensive requirements entail.,gpt-3.5-turbo
US-C2-2367,"As a user, I would like to update system to save time with detailed specifications and comprehensive requirements",ActorAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs like 'update' and 'save time' without clear details on what exactly needs to be updated or how time will be saved. Additionally, the scope and requirements are not well-defined.",gpt-3.5-turbo
US-C4-7348,"As a user, I would like to handle network issues to reduce costs with detailed specifications and comprehensive requirements",ActorAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'handle' and lacks clarity in scope and completeness criteria,gpt-3.5-turbo
US-C2-4034,"As a user, I need to process medical information so that I can enhance safety",DependencyAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'process' and unclear scope regarding what specific medical information needs to be processed for enhancing safety.,gpt-3.5-turbo
US-C2-3330,"As a caregiver, I would like to update patient info to enhance safety with detailed specifications and comprehensive requirements",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'update' and unclear scope regarding what specific patient info needs to be updated for enhancing safety.,gpt-3.5-turbo
US-C3-5782,"As a customer, I need to track order so that I can complete purchase with detailed specifications and comprehensive requirements",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs like 'track' and 'complete purchase' which can be interpreted in multiple ways. Additionally, the scope and boundaries of the tracking process and detailed specifications are not clearly defined.",gpt-3.5-turbo
US-C2-2512,"As a caregiver, I want to process medical information in order to save time",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'process' and unclear scope regarding what specific medical information needs to be processed and how it will save time.,gpt-3.5-turbo
US-C4-7337,"As a service representative, I would like to check data usage to reduce costs with detailed specifications and comprehensive requirements",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The user story contains vague verbs ('check', 'reduce') and unclear scope and actor roles ('detailed specifications', 'comprehensive requirements')",gpt-3.5-turbo
US-C2-3512,"As a user, I want to process medical information so that I can reduce errors",DependencyAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'process' and unclear scope in terms of what specific medical information needs to be processed and how errors will be reduced.,gpt-3.5-turbo
US-C3-6107,"As a customer, I would like to handle orders to track delivery",DependencyAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'handle' is vague and the user role 'customer' is not specific enough,gpt-3.5-turbo
US-C6-11183,"As a patient, I need to access records so I can enhance safety",DependencyAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'enhance' is vague and the user role 'patient' is generic without clear specification,gpt-3.5-turbo
US-C2-2559,"As a healthcare provider, I need to handle patient care so that I can ensure compliance",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verbs 'handle' and 'ensure compliance' are vague and the scope of 'patient care' is not clearly defined.,gpt-3.5-turbo
US-C4-8771,"As a subscriber, I want to report outage in order to maintain connectivity",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'report' and unclear scope regarding what reporting an outage entails,gpt-3.5-turbo
US-C2-2405,"As a doctor, I want to handle patient care in order to save time",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'handle' is vague and the scope of 'patient care' is unclear,gpt-3.5-turbo
US-C5-10062,"As a user, I would like to process application to improve security with detailed specifications and comprehensive requirements",DependencyAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The user story contains vague verbs like 'process' and 'improve', lacks clarity on the scope of the application processing, and does not specify the user role or who the user is.",gpt-3.5-turbo
US-C2-2833,"As a user, I need to update system so that I can enhance safety",DependencyAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs like 'update' and 'enhance' without clear specifics on what exactly needs to be updated or enhanced. Additionally, the scope of the system update and safety enhancement is unclear.",gpt-3.5-turbo
US-C5-8985,"As a loan officer, I would like to view account balance to improve security",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity']",The user story contains vague verbs ('view') and a generic user role ('loan officer') without clear specification.,gpt-3.5-turbo
US-C2-3510,"As a nurse, I would like to manage health data to save time",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'manage' is vague and the user role 'nurse' is not specific enough,gpt-3.5-turbo
US-C6-11034,"As a doctor, I want to access records in order to reduce errors",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'reduce' is vague and the user role 'doctor' is generic without specifying a specific type of doctor,gpt-3.5-turbo
US-C4-7305,"As a customer, I need to report outage so that I can optimize performance",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs ('report', 'optimize') and lacks clarity in scope or boundaries.",gpt-3.5-turbo
US-C4-7342,"As a user, I want to access tools so that I can reduce costs",DependencyAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs ('access', 'reduce') and lacks clarity on the specific tools and cost reduction targets.",gpt-3.5-turbo
US-C5-10327,"As a investor, I want to download statements so that I have better comply with regulations",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'better comply' is vague and the user role 'investor' is not specific enough,gpt-3.5-turbo
US-C5-9013,"As a user, I want to update information in order to comply with regulations with detailed specifications and comprehensive requirements",DependencyAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'update' and 'comply with regulations' without clear details on what information needs to be updated or which regulations need to be complied with.,gpt-3.5-turbo
US-C2-3602,"As a user, I want to access records in order to save time",DependencyAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs ('access', 'save') and lacks clarity on the specific records and time-saving criteria.",gpt-3.5-turbo
US-C6-10540,"As a patient, I want to prescribe medication in order to save time",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'prescribe' and unclear scope regarding who is prescribing the medication and how it saves time.,gpt-3.5-turbo
US-C3-5798,"As a seller, I need to search products so I can complete purchase",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity']",The user story contains semantic ambiguity with the vague verb 'search' and actor ambiguity with the generic role 'seller',gpt-3.5-turbo
US-C2-2889,"As a nurse, I want to process medical information in order to improve patient care",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'process' and lacks clarity on the specific actions or steps involved in processing medical information.,gpt-3.5-turbo
US-C2-4067,"As a healthcare provider, I want to access records so that I can improve patient care",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'improve' and lacks clarity on the specific records to be accessed or how patient care will be enhanced.,gpt-3.5-turbo
US-C5-9021,"As a bank customer, I would like to schedule appointment to track spending",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The user story contains semantic ambiguity with the verb 'track' which is vague. Additionally, it is unclear what is meant by 'schedule appointment' and the scope of 'tracking spending' is not well-defined. The user role of 'bank customer' is generic and lacks specific details.",gpt-3.5-turbo
US-C2-3625,"As a caregiver, I would like to handle patient care to enhance safety",DependencyAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'handle' is vague and the user role 'caregiver' is not clearly defined,gpt-3.5-turbo
US-C1-917,"As a user, I want to update information so that I can save time",DependencyAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'update' and unclear scope regarding what information needs to be updated,gpt-3.5-turbo
US-C3-6112,"As a customer, I would like to leave review to complete purchase",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The user story contains vague verb 'complete' and unclear scope regarding what type of review is needed to complete the purchase. Additionally, the actor 'customer' is not clearly defined.",gpt-3.5-turbo
US-C1-1776,"As a bank customer, I would like to manage account to improve security",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verb 'manage' and lacks clarity on what specific actions are involved in managing the account. Additionally, the scope of 'improving security' is not clearly defined.",gpt-3.5-turbo
US-C4-7608,"As a service representative, I want to check data usage in order to resolve issues",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'check' is vague and the user role 'service representative' is not specific,gpt-3.5-turbo
US-C6-10988,"As a user, I need to update system so that I can enhance safety",DependencyAmbiguity,True,"['ScopeAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']","The user story contains vague verbs ('update', 'enhance') and lacks clarity on the specific scope or criteria for safety enhancement.",gpt-3.5-turbo
US-C6-11169,"As a medical staff, I need to manage health data so that I can reduce errors",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and the scope of 'health data' and 'reduce errors' is unclear,gpt-3.5-turbo
US-C3-6418,"As a store owner, I want to handle orders in order to save money",DependencyAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The verb 'handle' is vague and the priority or urgency of saving money is not specified.,gpt-3.5-turbo
US-C5-9254,"As a loan officer, I want to access system so that I have better track spending",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The user story contains vague verbs ('access system', 'track spending'), unclear scope (what system, what spending), and a generic user role ('loan officer')",gpt-3.5-turbo
US-C3-4270,"As a seller, I would like to add to cart to track delivery",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity']",The user story contains semantic ambiguity with the verb 'add to cart' and actor ambiguity with the role of 'seller' not being clearly defined.,gpt-3.5-turbo
US-C8-12553,"As a plant manager, I want to update systems in order to improve efficiency",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'update' is vague and the user role 'plant manager' is not specific enough,gpt-3.5-turbo
US-C6-10579,"As a user, I would like to process medical information to save time",DependencyAmbiguity,True,"['SemanticAmbiguity', 'ActorAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'process' and unclear scope regarding what specific medical information needs to be processed and how it will save time.,gpt-3.5-turbo
US-C8-12549,"As a plant manager, I need to process data so that I can reduce downtime",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'process' and unclear scope regarding the data to be processed and how downtime reduction will be achieved.,gpt-3.5-turbo
US-C7-11831,"As a seller, I want to handle orders so that I can track delivery with detailed specifications and comprehensive requirements",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'handle' and lacks clarity on the specific scope and requirements for tracking delivery,gpt-3.5-turbo
US-C1-604,"As a customer, I need to handle finances so that I can comply with regulations",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'handle' is vague and the user role 'customer' is not specific enough,gpt-3.5-turbo
US-C2-3690,"As a doctor, I want to update patient info so that I can ensure compliance",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'update' and unclear scope in terms of what patient info needs to be updated and what compliance entails.,gpt-3.5-turbo
US-C2-3109,"As a doctor, I want to schedule appointment in order to reduce errors",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ActorAmbiguity']","The user story contains vague verbs like 'schedule' and 'reduce errors'. Additionally, the user role 'doctor' is generic and lacks specific details.",gpt-3.5-turbo
US-C5-9783,"As a account holder, I need to update information so I can meet financial goals",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The user story contains semantic ambiguity with the vague verb 'update' and actor ambiguity with the generic role 'account holder',gpt-3.5-turbo
US-C3-5502,"As a customer, I would like to add to cart to complete purchase",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The user story contains vague verb 'add' and unclear scope regarding what exactly is being added to the cart. Additionally, the user role 'customer' is generic and lacks specific details.",gpt-3.5-turbo
US-C6-10794,"As a patient, I need to manage health data so that I can ensure compliance",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and the scope of 'health data' and 'compliance' is unclear,gpt-3.5-turbo
US-C2-3718,"As a nurse, I would like to view medical records to ensure compliance with detailed specifications and comprehensive requirements",DependencyAmbiguity,True,['DependencyAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The user story contains vague verbs like 'view' and unclear scope regarding what detailed specifications and comprehensive requirements entail.,gpt-3.5-turbo
US-C6-10842,"As a patient, I want to handle patient care so that I can save time",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The verb 'handle' is vague and the user role 'patient' is not specific enough,gpt-3.5-turbo
US-C1-050,"As a investor, I want to update information in order to meet financial goals",DependencyAmbiguity,True,"['SemanticAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ActorAmbiguity']",The user story contains vague verbs like 'update' and a generic user role 'investor' without clear specification.,gpt-3.5-turbo
US-C3-6715,"As a customer, I would like to manage products to track delivery",DependencyAmbiguity,True,"['ScopeAmbiguity', 'DependencyAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity']",The verb 'manage' is vague and the scope of managing products for tracking delivery is not clearly defined.,gpt-3.5-turbo
US-C8-12562,"As a supervisor, I need to optimize workflow so that I can ensure quality as soon as possible with detailed specifications and comprehensive requirements",PriorityAmbiguity,True,"['ScopeAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity']","The user story contains vague verbs like 'optimize' and 'ensure', unclear scope in terms of what optimizing workflow entails, and a generic user role of 'supervisor' without specific details.",gpt-3.5-turbo
US-C2-3609,"As a patient, I need to handle patient care so that I can improve patient care as soon as possible",PriorityAmbiguity,True,"['ScopeAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verbs like 'handle' and lacks clear priority or urgency,gpt-3.5-turbo
US-C6-10594,"As a doctor, I would like to schedule appointment to ensure compliance as soon as possible",PriorityAmbiguity,True,['PriorityAmbiguity'],True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verb 'schedule' and lacks clear priority or urgency,gpt-3.5-turbo
US-C2-2350,"As a healthcare provider, I want to schedule appointment so that I can improve patient care as soon as possible",PriorityAmbiguity,True,['PriorityAmbiguity'],True,['PriorityAmbiguity'],The user story lacks a clear priority or urgency for scheduling the appointment.,gpt-3.5-turbo
US-C5-9543,"As a financial advisor, I would like to schedule appointment to improve security as soon as possible",PriorityAmbiguity,True,['PriorityAmbiguity'],True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains semantic ambiguity with the vague verb 'improve' and priority ambiguity with 'as soon as possible' lacking a clear definition of urgency.,gpt-3.5-turbo
US-C5-9296,"As a account holder, I want to process application in order to improve security as soon as possible",PriorityAmbiguity,True,"['ScopeAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verbs like 'process' and lacks clear priority or urgency,gpt-3.5-turbo
US-C2-3916,"As a healthcare provider, I need to schedule appointment so I can save time as soon as possible",PriorityAmbiguity,True,['PriorityAmbiguity'],True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The verb 'schedule' is vague and the urgency is not clearly specified.,gpt-3.5-turbo
US-C6-10830,"As a healthcare provider, I would like to access records to ensure compliance as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The verb 'access' is vague and the urgency of 'as soon as possible' is not clearly defined,gpt-3.5-turbo
US-C3-6073,"As a user, I would like to leave review to make informed decisions as soon as possible",PriorityAmbiguity,True,"['ActorAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verbs like 'leave review' and lacks clear priority or urgency,gpt-3.5-turbo
US-C2-3656,"As a caregiver, I want to access records so that I can save time as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The verb 'access' is vague and the priority is not clearly defined.,gpt-3.5-turbo
US-C2-3295,"As a patient, I want to access records in order to ensure compliance as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']","The user story contains vague verbs like 'access' and 'ensure compliance', as well as lacks clear priority or urgency.",gpt-3.5-turbo
US-C2-3114,"As a patient, I would like to update patient info to reduce errors as soon as possible with detailed specifications and comprehensive requirements",PriorityAmbiguity,True,['PriorityAmbiguity'],True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'PriorityAmbiguity']","The user story contains vague terms like 'update patient info' and 'reduce errors'. It lacks clarity on the specific patient information to be updated, the errors to be reduced, and the priority level for this task.",gpt-3.5-turbo
US-C2-2431,"As a doctor, I want to view medical records in order to save time as soon as possible",PriorityAmbiguity,True,['PriorityAmbiguity'],True,['PriorityAmbiguity'],The user story lacks a clear priority or urgency for when the task needs to be completed.,gpt-3.5-turbo
US-C2-2503,"As a patient, I want to generate lab report in order to ensure compliance as soon as possible",PriorityAmbiguity,True,['PriorityAmbiguity'],True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The verb 'generate' is vague and could be more specific. The priority of 'as soon as possible' is not clearly defined.,gpt-3.5-turbo
US-C1-594,"As a user, I want to manage account so that I can comply with regulations as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verb 'manage' and lacks clear priority or urgency,gpt-3.5-turbo
US-C5-10280,"As a user, I would like to apply for loan to track spending as soon as possible",PriorityAmbiguity,True,"['ActorAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verb 'track' and lacks clear priority or urgency,gpt-3.5-turbo
US-C5-9503,"As a user, I want to handle finances so that I can improve security as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'ActorAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']","The user story contains vague verb 'handle' which is a semantic ambiguity. Additionally, there is no clear priority or urgency specified, leading to a priority ambiguity.",gpt-3.5-turbo
US-C2-3200,"As a doctor, I need to handle patient care so I can save time as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verb 'handle' and lacks clear priority or urgency,gpt-3.5-turbo
US-C2-3144,"As a nurse, I need to update patient info so I can ensure compliance as soon as possible",PriorityAmbiguity,True,['PriorityAmbiguity'],True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verbs like 'update' and lacks clear priority or urgency,gpt-3.5-turbo
US-C2-2861,"As a caregiver, I would like to handle patient care to enhance safety as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The verb 'handle' is vague and the urgency is not clearly specified.,gpt-3.5-turbo
US-C2-3590,"As a healthcare provider, I want to update system so that I can improve patient care as soon as possible",PriorityAmbiguity,True,"['ScopeAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verb 'update' and lacks clear priority or urgency,gpt-3.5-turbo
US-C4-7081,"As a service representative, I want to process requests so that I can resolve issues as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'PriorityAmbiguity']",True,"['SemanticAmbiguity', 'PriorityAmbiguity']",The user story contains vague verbs like 'process' and lacks clear priority or urgency,gpt-3.5-turbo
US-C3-4849,"As a customer, I need to access dashboard so that I can find desired items as soon as possible",PriorityAmbiguity,True,"['SemanticAmbiguity', 'ScopeAmbiguity', 'PriorityAmbiguity']",True,['PriorityAmbiguity'],The user story lacks a clear priority or urgency for accessing the dashboard.,gpt-3.5-turbo
